0 ['98', '118', '9', '157', '207', '187', '196', '205', '12', '48', '62', '50', '5', '32', '52', '184', '14', '148', '79', '61', '76', '65', '172', '117', '95', '136', '6', '163', '195', '220', '107', '189', '132', '202', '16', '219', '58', '2', '155', '7', '143', '35', '49', '25', '81', '66', '214', '147', '171', '91']
598 ['91', '58', '42', '74', '216', '96', '134', '201', '202', '184', '141', '230', '4', '89', '228', '83', '191', '168', '24', '165', '107', '157', '121', '21', '198', '143', '30', '66', '177', '46', '229', '90', '25', '117', '190', '15', '129', '135', '61', '118', '125', '28', '225', '220', '144', '226', '86', '10', '124', '164']
599 ['91', '58', '42', '74', '216', '96', '134', '201', '202', '184', '141', '230', '4', '89', '228', '83', '191', '168', '24', '165', '107', '157', '121', '21', '198', '143', '30', '66', '177', '46', '229', '90', '25', '117', '190', '15', '129', '135', '61', '118', '125', '28', '225', '220', '144', '226', '86', '10', '124', '164']
600 ['91', '58', '42', '74', '216', '96', '134', '201', '202', '184', '141', '230', '4', '89', '228', '83', '191', '168', '24', '165', '107', '157', '121', '21', '198', '143', '30', '66', '177', '46', '229', '90', '25', '117', '190', '15', '129', '135', '61', '118', '125', '28', '225', '220', '144', '226', '86', '10', '124', '164']
601 ['91', '58', '42', '74', '216', '96', '134', '201', '202', '184', '141', '230', '4', '89', '83', '191', '168', '24', '165', '107', '157', '121', '21', '198', '143', '30', '66', '177', '46', '229', '90', '117', '190', '15', '129', '135', '61', '118', '125', '28', '225', '220', '226', '86', '10', '124', '25', '144', '228', '133']
602 ['91', '58', '42', '74', '216', '96', '134', '201', '202', '184', '141', '230', '4', '89', '83', '191', '168', '24', '165', '107', '157', '121', '21', '198', '143', '30', '66', '177', '46', '229', '90', '117', '190', '15', '129', '135', '61', '118', '125', '28', '225', '220', '226', '86', '124', '25', '144', '228', '133', '85']
603 ['91', '58', '42', '74', '216', '96', '134', '201', '202', '184', '141', '230', '4', '89', '83', '191', '168', '24', '165', '107', '157', '121', '21', '198', '143', '30', '66', '177', '46', '229', '90', '117', '190', '15', '129', '135', '61', '118', '125', '28', '225', '220', '226', '86', '124', '25', '144', '228', '133', '85']
604 ['91', '58', '42', '74', '216', '96', '134', '201', '202', '184', '141', '230', '4', '89', '83', '191', '168', '24', '165', '107', '157', '121', '21', '198', '143', '30', '66', '177', '46', '229', '90', '117', '190', '15', '129', '135', '61', '118', '125', '28', '225', '220', '226', '86', '124', '25', '144', '228', '133', '85']
605 ['91', '58', '42', '74', '216', '96', '134', '201', '202', '184', '141', '230', '4', '89', '83', '191', '168', '24', '165', '107', '157', '121', '21', '198', '143', '30', '66', '177', '46', '229', '90', '117', '190', '15', '129', '135', '61', '118', '125', '28', '225', '220', '226', '86', '124', '25', '144', '228', '133', '85']
606 ['91', '58', '42', '74', '216', '96', '134', '201', '202', '184', '141', '230', '4', '89', '83', '191', '168', '24', '165', '107', '157', '121', '21', '198', '143', '30', '66', '177', '229', '90', '117', '190', '15', '129', '135', '61', '118', '125', '28', '225', '220', '226', '86', '124', '25', '144', '228', '133', '46', '203']
607 ['91', '58', '42', '74', '216', '96', '134', '201', '202', '184', '141', '230', '4', '89', '83', '191', '168', '24', '165', '107', '157', '121', '21', '198', '143', '30', '66', '177', '229', '90', '117', '190', '15', '129', '135', '61', '118', '125', '28', '225', '220', '226', '86', '124', '25', '144', '228', '133', '46', '203']
608 ['91', '58', '42', '74', '216', '96', '134', '201', '202', '184', '141', '230', '4', '89', '83', '191', '168', '24', '165', '107', '157', '121', '21', '198', '143', '30', '66', '177', '229', '90', '117', '190', '15', '129', '135', '61', '118', '28', '225', '220', '226', '86', '124', '25', '144', '228', '133', '46', '203', '185']
609 ['91', '58', '42', '74', '216', '96', '134', '201', '202', '184', '141', '230', '4', '89', '83', '191', '168', '24', '165', '107', '157', '121', '21', '198', '143', '30', '66', '177', '229', '90', '117', '190', '15', '129', '135', '61', '118', '28', '225', '220', '226', '86', '124', '25', '144', '228', '133', '46', '203', '185']
610 ['91', '58', '42', '74', '216', '96', '134', '201', '202', '184', '141', '230', '4', '89', '83', '191', '168', '24', '165', '107', '157', '121', '21', '198', '143', '30', '66', '177', '229', '90', '117', '190', '15', '129', '135', '61', '118', '28', '225', '220', '226', '86', '124', '25', '144', '228', '133', '46', '203', '185']
611 ['91', '58', '42', '74', '216', '96', '134', '201', '202', '184', '141', '230', '4', '89', '83', '191', '168', '24', '165', '107', '157', '121', '21', '198', '143', '30', '66', '177', '229', '90', '117', '190', '15', '129', '135', '61', '118', '28', '225', '220', '226', '86', '124', '25', '144', '228', '133', '46', '203', '185']
612 ['91', '58', '42', '74', '216', '96', '134', '201', '202', '184', '141', '230', '4', '89', '83', '191', '168', '24', '165', '107', '157', '121', '21', '198', '143', '30', '66', '177', '229', '90', '117', '190', '15', '129', '135', '61', '118', '28', '225', '220', '226', '86', '124', '25', '144', '228', '133', '46', '203', '65']
613 ['91', '58', '42', '74', '216', '96', '134', '201', '202', '184', '141', '230', '4', '89', '83', '191', '168', '24', '165', '107', '157', '121', '21', '198', '143', '30', '66', '177', '229', '90', '117', '190', '15', '129', '135', '61', '118', '28', '225', '220', '226', '86', '124', '25', '144', '228', '133', '46', '203', '65']
614 ['91', '58', '42', '74', '216', '96', '134', '201', '202', '184', '141', '230', '4', '89', '83', '191', '168', '24', '165', '107', '157', '121', '21', '198', '143', '30', '66', '177', '229', '90', '117', '190', '15', '129', '135', '61', '118', '28', '225', '220', '226', '86', '124', '25', '144', '228', '133', '46', '203', '65']
615 ['91', '58', '42', '74', '216', '96', '134', '201', '202', '184', '141', '230', '4', '89', '83', '191', '168', '24', '165', '107', '157', '121', '21', '198', '143', '30', '66', '177', '229', '90', '117', '190', '15', '129', '135', '61', '118', '28', '225', '220', '226', '86', '124', '25', '144', '228', '133', '46', '203', '65']
616 ['91', '58', '42', '74', '216', '96', '134', '201', '202', '184', '141', '230', '4', '89', '83', '191', '168', '24', '165', '107', '157', '121', '21', '198', '143', '30', '66', '177', '229', '90', '117', '190', '15', '129', '135', '61', '118', '28', '225', '220', '226', '86', '124', '25', '144', '228', '133', '46', '203', '65']
617 ['91', '58', '42', '74', '216', '96', '134', '201', '202', '184', '141', '230', '4', '89', '83', '191', '168', '24', '165', '107', '157', '121', '21', '198', '143', '30', '66', '177', '229', '90', '117', '190', '15', '129', '135', '61', '118', '28', '225', '220', '226', '86', '124', '25', '144', '228', '133', '46', '203', '65']
618 ['91', '58', '42', '74', '216', '96', '134', '201', '202', '184', '141', '230', '4', '89', '83', '191', '168', '24', '165', '107', '157', '121', '21', '198', '143', '30', '66', '177', '229', '90', '117', '190', '15', '129', '135', '61', '118', '28', '225', '220', '226', '86', '124', '25', '144', '228', '133', '46', '203', '65']
619 ['91', '58', '42', '74', '216', '96', '134', '201', '202', '184', '141', '230', '4', '89', '83', '191', '168', '24', '165', '107', '157', '121', '21', '198', '143', '30', '66', '177', '229', '90', '117', '190', '15', '129', '135', '61', '118', '28', '225', '220', '226', '86', '124', '25', '144', '228', '133', '46', '203', '65']
620 ['91', '58', '42', '74', '216', '96', '134', '201', '202', '184', '141', '230', '4', '89', '83', '191', '168', '24', '165', '107', '157', '121', '21', '198', '143', '30', '66', '177', '229', '90', '117', '190', '15', '129', '135', '61', '118', '28', '225', '220', '226', '86', '124', '25', '144', '228', '133', '46', '203', '65']
621 ['91', '58', '42', '74', '216', '96', '134', '201', '202', '184', '141', '230', '4', '89', '83', '191', '168', '24', '165', '107', '157', '121', '21', '198', '143', '30', '66', '177', '229', '90', '117', '190', '15', '129', '135', '61', '118', '28', '225', '220', '226', '86', '124', '25', '144', '228', '133', '46', '203', '65']
622 ['91', '58', '42', '74', '216', '96', '134', '201', '202', '184', '141', '230', '4', '89', '83', '191', '168', '24', '165', '107', '157', '121', '21', '198', '143', '30', '66', '177', '229', '90', '117', '190', '15', '129', '135', '61', '118', '28', '225', '220', '226', '86', '124', '25', '144', '228', '133', '46', '203', '65']
633 ['91', '58', '42', '74', '96', '134', '201', '202', '184', '141', '230', '4', '89', '191', '168', '165', '107', '157', '121', '21', '198', '143', '30', '66', '177', '229', '90', '117', '190', '15', '129', '61', '118', '28', '220', '226', '86', '124', '25', '144', '228', '133', '46', '203', '24', '216', '83', '225', '135', '79']
634 ['91', '58', '42', '74', '96', '134', '201', '202', '184', '141', '230', '4', '89', '191', '168', '165', '107', '157', '121', '21', '198', '143', '30', '66', '177', '229', '90', '117', '190', '15', '129', '61', '118', '28', '220', '226', '86', '124', '25', '144', '228', '133', '46', '203', '24', '216', '83', '225', '135', '79']
635 ['91', '58', '42', '74', '96', '134', '201', '202', '184', '141', '230', '4', '89', '191', '168', '165', '107', '157', '121', '21', '198', '143', '30', '66', '177', '229', '90', '117', '190', '15', '129', '61', '118', '28', '220', '226', '86', '124', '25', '144', '228', '133', '46', '203', '24', '216', '83', '225', '135', '79']
636 ['91', '58', '42', '74', '96', '134', '201', '202', '184', '141', '230', '4', '89', '191', '168', '165', '107', '157', '121', '21', '198', '143', '30', '66', '177', '229', '90', '117', '190', '15', '129', '61', '118', '28', '220', '226', '86', '124', '25', '144', '228', '133', '46', '203', '24', '216', '83', '225', '135', '79']
637 ['91', '58', '42', '74', '96', '134', '201', '202', '184', '141', '230', '4', '89', '191', '168', '165', '107', '157', '121', '21', '198', '143', '30', '66', '177', '229', '90', '117', '190', '15', '129', '61', '118', '28', '220', '226', '86', '124', '25', '144', '228', '133', '46', '203', '24', '216', '83', '225', '135', '79']
638 ['91', '58', '42', '74', '96', '134', '201', '202', '184', '141', '230', '4', '89', '191', '168', '165', '107', '157', '121', '21', '198', '143', '30', '66', '177', '229', '90', '117', '190', '15', '129', '61', '118', '28', '220', '226', '86', '124', '25', '144', '228', '133', '46', '203', '24', '216', '83', '225', '135', '79']
639 ['91', '58', '42', '74', '96', '134', '201', '202', '184', '141', '230', '4', '89', '191', '168', '165', '107', '157', '121', '21', '198', '143', '30', '66', '177', '229', '90', '117', '190', '15', '129', '61', '118', '28', '220', '226', '86', '124', '25', '144', '228', '133', '46', '203', '24', '216', '83', '225', '135', '79']
640 ['91', '58', '42', '74', '96', '134', '201', '202', '184', '141', '230', '4', '89', '191', '168', '165', '107', '157', '121', '21', '198', '143', '30', '66', '177', '229', '90', '117', '190', '15', '129', '61', '118', '28', '220', '226', '86', '124', '25', '144', '228', '133', '46', '203', '24', '216', '83', '225', '135', '79']
641 ['91', '58', '42', '74', '96', '134', '201', '202', '184', '141', '230', '4', '89', '191', '168', '165', '107', '157', '121', '21', '198', '143', '30', '66', '177', '229', '90', '117', '190', '15', '129', '61', '118', '28', '220', '226', '86', '124', '25', '144', '228', '133', '46', '203', '24', '216', '83', '225', '135', '79']
642 ['91', '58', '42', '74', '96', '134', '201', '202', '184', '141', '230', '4', '89', '191', '168', '165', '107', '157', '121', '21', '198', '143', '30', '66', '177', '229', '90', '117', '190', '15', '129', '61', '118', '28', '220', '226', '86', '124', '25', '144', '228', '133', '46', '203', '24', '216', '83', '225', '135', '79']
653 ['91', '58', '42', '74', '96', '134', '201', '202', '184', '141', '230', '4', '89', '191', '168', '165', '107', '157', '121', '21', '198', '143', '30', '66', '177', '229', '90', '117', '190', '15', '129', '61', '118', '28', '220', '226', '86', '124', '25', '144', '228', '133', '46', '203', '24', '216', '83', '225', '135', '85']
654 ['91', '58', '42', '74', '96', '134', '201', '202', '184', '141', '230', '4', '89', '191', '168', '165', '107', '157', '121', '21', '198', '143', '30', '66', '177', '229', '90', '117', '190', '15', '129', '61', '118', '28', '220', '226', '86', '124', '144', '228', '133', '46', '203', '24', '216', '83', '225', '135', '25', '232']
655 ['91', '58', '42', '74', '96', '134', '201', '202', '184', '141', '230', '4', '89', '191', '168', '165', '107', '157', '121', '21', '198', '143', '30', '66', '177', '229', '90', '117', '190', '15', '129', '61', '118', '28', '220', '226', '86', '124', '144', '228', '133', '46', '203', '24', '216', '83', '225', '135', '25', '232']
656 ['91', '58', '42', '74', '96', '134', '201', '202', '184', '141', '230', '4', '89', '191', '168', '165', '107', '157', '121', '21', '198', '143', '30', '66', '177', '229', '90', '117', '190', '15', '129', '61', '118', '28', '220', '226', '86', '124', '144', '228', '133', '46', '203', '24', '216', '83', '225', '135', '25', '232']
657 ['91', '58', '42', '74', '96', '134', '201', '202', '184', '141', '230', '4', '89', '191', '168', '165', '107', '157', '121', '21', '198', '143', '30', '66', '177', '229', '90', '117', '190', '15', '129', '61', '118', '28', '220', '226', '86', '124', '144', '228', '133', '46', '203', '24', '216', '83', '225', '135', '25', '232']
658 ['91', '58', '42', '74', '96', '134', '201', '202', '184', '141', '230', '4', '89', '191', '168', '165', '107', '157', '121', '21', '198', '143', '30', '66', '177', '229', '90', '117', '190', '15', '129', '61', '118', '28', '220', '226', '86', '124', '144', '228', '133', '46', '203', '24', '216', '83', '225', '135', '25', '232']
659 ['91', '58', '42', '74', '96', '134', '201', '202', '184', '141', '230', '4', '89', '191', '168', '165', '107', '157', '121', '21', '198', '143', '30', '66', '177', '229', '90', '117', '190', '15', '129', '61', '118', '28', '220', '226', '86', '124', '144', '228', '133', '46', '203', '24', '216', '83', '225', '135', '25', '92']
660 ['91', '58', '42', '74', '96', '134', '201', '202', '184', '141', '230', '4', '89', '191', '168', '165', '107', '157', '121', '21', '198', '143', '30', '66', '177', '229', '90', '117', '190', '15', '129', '61', '118', '28', '220', '226', '86', '124', '144', '228', '133', '46', '203', '24', '216', '83', '225', '135', '25', '92']
661 ['91', '58', '42', '74', '96', '134', '201', '202', '184', '141', '230', '4', '89', '191', '168', '165', '107', '157', '121', '21', '198', '143', '30', '66', '177', '229', '90', '117', '190', '15', '129', '61', '118', '28', '220', '226', '86', '124', '144', '228', '133', '46', '203', '24', '216', '83', '225', '135', '25', '92']
662 ['91', '58', '42', '74', '96', '134', '201', '202', '184', '141', '230', '4', '89', '191', '168', '165', '107', '157', '121', '21', '198', '143', '30', '66', '177', '229', '90', '117', '190', '15', '129', '61', '118', '28', '220', '226', '86', '124', '144', '228', '133', '46', '203', '24', '216', '83', '225', '135', '25', '92']
663 ['91', '58', '42', '74', '96', '134', '201', '202', '184', '141', '230', '4', '89', '191', '168', '165', '107', '157', '121', '21', '198', '143', '30', '66', '177', '229', '90', '117', '190', '15', '129', '61', '118', '28', '220', '226', '86', '124', '144', '228', '133', '46', '203', '24', '216', '83', '225', '135', '25', '92']
664 ['91', '58', '42', '74', '96', '134', '201', '202', '184', '141', '230', '4', '89', '191', '168', '165', '107', '157', '121', '21', '198', '143', '30', '66', '177', '229', '90', '117', '190', '15', '129', '61', '118', '28', '220', '226', '86', '124', '144', '228', '133', '46', '203', '24', '216', '83', '225', '135', '25', '92']
665 ['91', '58', '42', '74', '96', '134', '201', '202', '184', '141', '230', '4', '89', '191', '168', '165', '107', '157', '121', '21', '198', '143', '30', '66', '177', '229', '90', '117', '190', '15', '129', '61', '118', '28', '220', '226', '86', '124', '144', '228', '133', '46', '203', '24', '216', '83', '225', '135', '25', '92']
666 ['91', '58', '42', '74', '96', '134', '201', '202', '184', '141', '230', '4', '89', '191', '168', '165', '107', '157', '121', '21', '198', '143', '30', '66', '177', '229', '90', '117', '190', '15', '129', '61', '118', '28', '220', '226', '86', '124', '144', '228', '133', '46', '203', '24', '216', '83', '225', '135', '25', '92']
667 ['91', '58', '42', '74', '96', '134', '201', '202', '184', '141', '230', '4', '89', '191', '168', '165', '107', '157', '121', '21', '198', '143', '30', '66', '177', '229', '90', '117', '190', '15', '129', '61', '118', '28', '220', '226', '86', '124', '144', '228', '133', '46', '203', '24', '216', '83', '225', '135', '25', '92']
668 ['91', '58', '42', '74', '96', '134', '201', '202', '184', '141', '230', '4', '89', '191', '168', '165', '107', '157', '121', '21', '198', '143', '30', '66', '177', '229', '90', '117', '190', '15', '129', '61', '118', '28', '220', '226', '86', '124', '144', '228', '133', '46', '203', '24', '216', '83', '225', '135', '25', '92']
669 ['91', '58', '42', '74', '96', '134', '201', '202', '184', '141', '230', '4', '89', '191', '168', '165', '107', '157', '121', '21', '198', '143', '30', '66', '177', '229', '90', '117', '190', '15', '129', '61', '118', '28', '220', '226', '86', '124', '144', '228', '133', '46', '203', '24', '216', '83', '225', '135', '25', '92']
680 ['91', '58', '42', '74', '96', '134', '202', '184', '141', '230', '4', '89', '191', '168', '165', '107', '157', '121', '21', '198', '143', '30', '66', '177', '229', '90', '117', '190', '15', '129', '61', '118', '28', '220', '226', '86', '124', '144', '228', '133', '46', '203', '24', '216', '83', '225', '135', '25', '201', '55']
681 ['91', '58', '42', '74', '96', '134', '202', '184', '141', '230', '4', '89', '191', '168', '165', '107', '157', '121', '21', '198', '143', '30', '66', '177', '229', '90', '117', '190', '15', '129', '61', '118', '28', '220', '226', '86', '124', '144', '228', '133', '46', '203', '24', '216', '83', '225', '135', '25', '201', '55']
682 ['91', '58', '42', '74', '96', '134', '202', '184', '141', '230', '4', '89', '191', '168', '165', '107', '157', '121', '21', '198', '143', '30', '66', '177', '229', '90', '117', '190', '15', '129', '61', '118', '28', '220', '226', '86', '124', '144', '228', '133', '46', '203', '24', '216', '83', '225', '135', '25', '201', '55']
683 ['91', '58', '42', '74', '96', '134', '202', '184', '141', '230', '4', '89', '191', '168', '165', '107', '157', '121', '21', '198', '143', '30', '66', '177', '229', '90', '117', '190', '15', '129', '61', '118', '28', '220', '226', '86', '124', '144', '228', '133', '46', '203', '24', '216', '83', '225', '135', '25', '201', '55']
684 ['91', '58', '42', '74', '96', '134', '202', '184', '141', '230', '4', '89', '191', '168', '165', '107', '157', '121', '21', '198', '143', '30', '66', '177', '229', '90', '117', '190', '15', '129', '61', '118', '28', '220', '226', '86', '124', '144', '228', '133', '46', '203', '24', '216', '83', '225', '135', '25', '201', '55']
685 ['91', '58', '42', '74', '96', '134', '202', '184', '141', '230', '4', '89', '191', '168', '165', '107', '157', '121', '21', '198', '143', '30', '66', '177', '229', '90', '117', '190', '15', '129', '61', '118', '28', '220', '226', '86', '124', '144', '228', '133', '46', '203', '24', '216', '83', '225', '135', '25', '201', '55']
686 ['91', '58', '42', '74', '96', '134', '202', '184', '141', '230', '4', '89', '191', '168', '165', '107', '157', '121', '21', '198', '143', '30', '66', '177', '229', '90', '117', '190', '15', '129', '61', '118', '28', '220', '226', '86', '124', '144', '228', '133', '46', '203', '24', '216', '83', '225', '135', '25', '201', '55']
687 ['91', '58', '42', '74', '96', '134', '202', '184', '141', '230', '4', '89', '191', '168', '165', '107', '157', '121', '21', '198', '143', '30', '66', '177', '229', '90', '117', '190', '15', '129', '61', '118', '28', '220', '226', '86', '124', '144', '228', '133', '46', '203', '24', '216', '83', '225', '135', '25', '201', '55']
688 ['91', '58', '42', '74', '96', '134', '202', '184', '141', '230', '4', '89', '191', '168', '165', '107', '157', '121', '21', '198', '143', '30', '66', '177', '229', '90', '117', '190', '15', '129', '61', '118', '28', '220', '226', '86', '124', '144', '228', '133', '46', '203', '24', '216', '83', '225', '135', '25', '201', '55']
689 ['91', '58', '42', '74', '96', '134', '202', '184', '141', '230', '4', '89', '191', '168', '165', '107', '157', '121', '21', '198', '143', '30', '66', '177', '229', '90', '117', '190', '15', '129', '61', '118', '28', '220', '226', '86', '124', '144', '228', '133', '46', '203', '24', '216', '83', '225', '135', '25', '201', '55']
700 ['91', '58', '42', '74', '96', '134', '202', '184', '141', '230', '4', '89', '191', '168', '107', '157', '121', '21', '143', '30', '66', '177', '229', '90', '117', '190', '15', '118', '220', '226', '86', '124', '144', '228', '46', '203', '24', '216', '83', '225', '135', '25', '201', '55', '61', '198', '28', '133', '129', '185']
701 ['91', '58', '42', '74', '96', '134', '202', '184', '141', '230', '4', '89', '191', '168', '107', '157', '121', '21', '143', '30', '66', '177', '229', '90', '117', '190', '15', '118', '220', '226', '86', '124', '144', '228', '46', '203', '24', '216', '83', '225', '135', '25', '201', '55', '61', '198', '28', '133', '129', '185']
702 ['91', '58', '42', '74', '96', '134', '202', '184', '141', '230', '4', '89', '191', '168', '107', '157', '121', '21', '143', '30', '66', '177', '229', '90', '117', '190', '15', '118', '220', '226', '86', '124', '144', '228', '46', '203', '24', '216', '83', '225', '135', '25', '201', '55', '61', '198', '28', '133', '129', '185']
703 ['91', '58', '42', '74', '96', '134', '202', '184', '141', '230', '4', '89', '191', '168', '107', '157', '121', '21', '143', '30', '66', '177', '229', '90', '117', '190', '15', '118', '220', '226', '86', '124', '144', '228', '46', '203', '24', '216', '83', '225', '135', '25', '201', '55', '61', '198', '28', '133', '129', '185']
704 ['91', '58', '42', '74', '96', '134', '202', '184', '141', '230', '4', '89', '191', '168', '107', '157', '121', '21', '143', '30', '66', '177', '229', '90', '117', '190', '15', '118', '220', '226', '86', '124', '144', '228', '46', '203', '24', '216', '83', '225', '135', '25', '201', '55', '61', '198', '28', '133', '129', '185']
705 ['91', '58', '42', '74', '96', '134', '202', '184', '141', '230', '4', '89', '191', '168', '107', '157', '121', '21', '143', '30', '66', '177', '229', '90', '117', '190', '15', '118', '220', '226', '86', '124', '144', '228', '46', '203', '24', '216', '83', '225', '135', '25', '201', '55', '61', '198', '28', '133', '129', '185']
706 ['91', '58', '42', '74', '96', '134', '202', '184', '141', '230', '4', '89', '191', '168', '107', '157', '121', '21', '143', '30', '66', '177', '229', '90', '117', '190', '15', '118', '220', '226', '86', '124', '144', '228', '46', '203', '24', '216', '83', '225', '135', '25', '201', '55', '61', '198', '28', '133', '129', '185']
707 ['91', '58', '42', '74', '96', '134', '202', '184', '141', '230', '4', '89', '191', '168', '107', '157', '121', '21', '143', '30', '66', '177', '229', '90', '117', '190', '15', '118', '220', '226', '86', '124', '144', '228', '46', '203', '24', '216', '83', '225', '135', '25', '201', '55', '61', '198', '28', '133', '129', '185']
708 ['91', '58', '42', '74', '96', '134', '202', '184', '141', '230', '4', '89', '191', '168', '107', '157', '121', '21', '143', '30', '66', '177', '229', '90', '117', '190', '15', '118', '220', '226', '86', '124', '144', '228', '46', '203', '24', '216', '83', '225', '135', '25', '201', '55', '61', '198', '28', '133', '129', '185']
709 ['91', '58', '42', '74', '96', '134', '202', '184', '141', '230', '4', '89', '191', '168', '107', '157', '121', '21', '143', '30', '66', '177', '229', '90', '117', '190', '15', '118', '220', '226', '86', '124', '144', '228', '46', '203', '24', '216', '83', '225', '135', '25', '201', '55', '61', '198', '28', '133', '129', '185']
720 ['91', '58', '42', '74', '96', '202', '184', '141', '4', '89', '168', '107', '157', '121', '21', '143', '30', '66', '177', '229', '90', '117', '15', '220', '226', '86', '124', '144', '228', '46', '203', '24', '216', '83', '225', '135', '25', '55', '198', '28', '133', '129', '201', '230', '232', '137', '118', '61', '191', '114']
721 ['91', '58', '42', '74', '96', '202', '184', '141', '4', '89', '168', '107', '157', '121', '21', '143', '30', '66', '177', '229', '90', '117', '15', '220', '226', '86', '124', '144', '228', '46', '203', '216', '83', '225', '135', '25', '55', '198', '28', '133', '129', '201', '230', '232', '137', '118', '61', '191', '24', '152']
722 ['91', '58', '42', '74', '96', '202', '184', '141', '4', '89', '168', '107', '157', '121', '21', '143', '30', '66', '177', '229', '90', '117', '15', '220', '226', '86', '124', '144', '228', '46', '203', '216', '83', '225', '135', '25', '55', '198', '28', '133', '129', '201', '230', '232', '137', '118', '61', '191', '24', '152']
723 ['91', '58', '42', '74', '96', '202', '184', '141', '4', '89', '168', '107', '157', '121', '21', '143', '30', '66', '177', '229', '90', '117', '15', '220', '226', '86', '124', '144', '228', '46', '203', '216', '83', '225', '135', '25', '55', '198', '28', '133', '129', '201', '230', '232', '137', '118', '61', '191', '24', '152']
724 ['91', '58', '42', '74', '96', '202', '184', '141', '4', '89', '168', '107', '157', '121', '21', '143', '30', '66', '177', '229', '90', '117', '15', '220', '226', '86', '124', '144', '228', '46', '203', '216', '83', '225', '135', '25', '55', '198', '28', '133', '129', '201', '230', '232', '137', '118', '61', '191', '24', '152']
725 ['91', '58', '42', '74', '96', '202', '184', '141', '4', '89', '168', '107', '157', '121', '21', '143', '30', '66', '177', '229', '90', '117', '15', '220', '226', '86', '124', '144', '228', '46', '203', '216', '83', '225', '135', '25', '55', '198', '28', '133', '129', '201', '230', '232', '137', '118', '61', '191', '24', '152']
726 ['91', '58', '42', '74', '96', '202', '184', '141', '4', '89', '168', '107', '157', '121', '21', '143', '30', '66', '177', '229', '90', '117', '15', '220', '226', '86', '124', '144', '228', '46', '203', '216', '83', '225', '135', '25', '55', '198', '28', '133', '129', '201', '230', '232', '137', '118', '61', '191', '24', '152']
727 ['91', '58', '42', '74', '96', '202', '184', '141', '4', '89', '168', '107', '157', '121', '21', '143', '30', '66', '177', '229', '90', '117', '15', '220', '226', '86', '124', '144', '228', '46', '203', '216', '83', '225', '135', '25', '55', '198', '28', '133', '129', '201', '230', '232', '137', '118', '61', '191', '24', '152']
728 ['91', '58', '42', '74', '96', '202', '184', '141', '4', '89', '168', '107', '157', '121', '21', '143', '30', '66', '177', '229', '90', '117', '15', '220', '226', '86', '124', '144', '228', '46', '203', '216', '83', '225', '135', '25', '55', '198', '28', '133', '129', '201', '230', '232', '137', '118', '61', '191', '24', '152']
729 ['91', '58', '42', '74', '96', '202', '184', '141', '4', '89', '168', '157', '121', '21', '143', '30', '66', '177', '229', '90', '117', '15', '220', '226', '86', '124', '144', '228', '46', '203', '216', '225', '135', '25', '55', '198', '28', '133', '129', '201', '230', '232', '137', '118', '61', '191', '24', '83', '107', '189']
730 ['91', '58', '42', '74', '96', '202', '184', '141', '4', '89', '168', '157', '121', '21', '143', '30', '66', '177', '229', '90', '117', '15', '220', '226', '86', '124', '144', '228', '46', '203', '216', '225', '135', '25', '55', '198', '28', '133', '129', '201', '230', '232', '137', '118', '61', '191', '24', '83', '107', '189']
731 ['91', '58', '42', '74', '96', '202', '184', '141', '4', '89', '168', '157', '121', '21', '143', '30', '66', '177', '229', '90', '117', '15', '220', '226', '86', '124', '144', '228', '46', '203', '216', '225', '135', '25', '55', '198', '28', '133', '129', '201', '230', '232', '137', '118', '61', '191', '24', '83', '107', '189']
732 ['91', '58', '42', '74', '96', '202', '184', '141', '4', '89', '168', '157', '121', '21', '143', '30', '66', '177', '229', '90', '117', '15', '220', '226', '86', '124', '144', '228', '46', '203', '216', '225', '135', '25', '55', '198', '28', '133', '129', '201', '230', '232', '137', '118', '61', '191', '24', '83', '107', '189']
733 ['91', '58', '42', '74', '96', '202', '184', '141', '4', '89', '168', '157', '121', '21', '143', '30', '66', '177', '229', '90', '117', '15', '220', '226', '86', '124', '144', '228', '46', '203', '216', '225', '135', '25', '55', '198', '28', '133', '129', '201', '230', '232', '137', '118', '61', '191', '24', '83', '107', '189']
734 ['91', '58', '42', '74', '96', '202', '184', '141', '4', '89', '168', '157', '121', '21', '143', '30', '66', '177', '229', '90', '117', '15', '220', '226', '86', '124', '144', '228', '46', '203', '216', '225', '135', '25', '55', '198', '28', '133', '129', '201', '230', '232', '137', '118', '61', '191', '24', '83', '107', '189']
735 ['91', '58', '42', '74', '96', '202', '184', '141', '4', '89', '168', '157', '121', '143', '30', '66', '177', '229', '90', '117', '15', '220', '226', '124', '144', '228', '46', '203', '216', '225', '135', '25', '55', '198', '28', '133', '129', '201', '230', '232', '137', '118', '61', '191', '24', '83', '107', '21', '86', '1']
736 ['91', '58', '42', '74', '96', '202', '184', '141', '4', '89', '168', '157', '121', '143', '30', '66', '177', '229', '90', '117', '15', '220', '226', '124', '144', '228', '46', '203', '216', '225', '135', '25', '55', '198', '28', '133', '129', '201', '230', '232', '137', '118', '61', '191', '24', '83', '107', '21', '86', '1']
