0 ['338', '385', '274', '122', '84', '242', '305', '255', '360', '336', '145', '311', '214', '348', '193', '456', '299', '262', '467', '9', '61', '278', '307', '410', '221', '85', '289', '320', '352', '146', '476', '427', '99', '461', '81', '168', '343', '421', '157', '481', '213', '16', '19', '75', '43', '357', '254', '260', '377', '26', '186', '326', '342', '136', '196', '194', '197', '402', '133', '111', '434', '453', '18', '327', '445', '258', '457', '211', '407', '271', '178', '58', '176', '498', '195', '117', '80', '439', '172', '184', '286', '264', '154', '179', '275', '73', '384', '115', '368', '215', '69', '32', '131', '13', '494', '328', '95', '150', '219', '283', '351', '379', '177', '224', '447', '89', '139', '4', '35', '191']
1012 ['81', '111', '58', '368', '441', '28', '92', '1', '213', '14', '77', '7', '9', '66', '292', '80', '61', '210', '309', '4', '410', '345', '162', '408', '193', '23', '39', '146', '274', '174', '144', '5', '8', '300', '138', '37', '302', '395', '27', '365', '17', '299', '47', '2', '91', '60', '390', '254', '192', '65', '96', '11', '143', '15', '25', '239', '31', '219', '478', '157', '317', '88', '20', '196', '367', '16', '140', '35', '149', '10', '59', '46', '71', '26', '191', '13', '222', '243', '156', '103', '97', '462', '320', '48', '289', '211', '306', '53', '187', '338', '55', '86', '18', '379', '169', '218', '73', '41', '127', '78', '279', '262', '118', '301', '355', '401', '85', '126', '102', '237']
1023 ['81', '111', '58', '368', '441', '28', '92', '1', '213', '14', '7', '9', '66', '292', '80', '61', '210', '309', '4', '410', '345', '162', '408', '193', '23', '274', '174', '5', '8', '300', '37', '302', '395', '27', '365', '17', '299', '47', '2', '91', '60', '254', '192', '96', '11', '143', '15', '25', '239', '31', '219', '478', '157', '317', '88', '20', '196', '16', '140', '35', '149', '10', '59', '46', '71', '26', '191', '13', '222', '243', '156', '103', '97', '462', '320', '48', '289', '211', '306', '53', '187', '338', '55', '86', '18', '379', '169', '218', '73', '41', '127', '78', '262', '118', '301', '401', '85', '126', '102', '237', '65', '138', '144', '279', '146', '39', '436', '367', '390', '94']
1024 ['81', '111', '58', '368', '441', '28', '92', '1', '213', '14', '7', '9', '66', '292', '80', '61', '210', '309', '4', '410', '345', '162', '408', '193', '23', '274', '174', '5', '8', '300', '37', '302', '395', '27', '365', '17', '299', '47', '2', '91', '60', '254', '192', '96', '11', '143', '15', '25', '239', '31', '219', '478', '157', '317', '88', '20', '196', '16', '140', '35', '149', '10', '59', '46', '71', '26', '191', '13', '222', '243', '156', '103', '97', '462', '320', '48', '289', '211', '306', '53', '187', '338', '55', '86', '18', '379', '169', '218', '73', '41', '127', '78', '262', '118', '301', '401', '85', '126', '102', '237', '65', '138', '144', '279', '146', '39', '436', '367', '390', '94']
1025 ['81', '111', '58', '368', '441', '28', '92', '1', '213', '14', '7', '9', '66', '292', '80', '61', '210', '309', '4', '410', '345', '162', '408', '193', '23', '274', '174', '5', '8', '300', '37', '302', '395', '27', '365', '17', '299', '47', '2', '91', '60', '254', '192', '96', '11', '143', '15', '25', '239', '31', '219', '478', '157', '317', '88', '20', '196', '16', '140', '35', '149', '10', '59', '46', '71', '26', '191', '13', '222', '243', '156', '103', '97', '462', '320', '48', '289', '211', '306', '53', '187', '338', '55', '86', '18', '379', '169', '218', '73', '41', '127', '78', '262', '118', '301', '401', '85', '126', '102', '237', '65', '138', '144', '279', '146', '39', '436', '367', '390', '94']
1026 ['81', '111', '58', '368', '441', '28', '92', '1', '213', '14', '7', '9', '66', '292', '80', '61', '210', '309', '4', '410', '345', '162', '408', '193', '23', '274', '174', '5', '8', '300', '37', '302', '395', '27', '365', '17', '299', '47', '2', '91', '60', '254', '192', '96', '11', '143', '15', '25', '239', '31', '219', '478', '157', '317', '88', '20', '196', '16', '140', '35', '149', '10', '59', '46', '71', '26', '191', '13', '222', '243', '156', '103', '97', '462', '320', '48', '289', '211', '306', '53', '187', '338', '55', '86', '18', '379', '169', '218', '73', '41', '127', '78', '262', '118', '301', '401', '85', '126', '102', '237', '65', '138', '144', '279', '146', '39', '436', '367', '390', '94']
1027 ['81', '111', '58', '368', '441', '28', '92', '1', '213', '14', '7', '9', '66', '292', '80', '61', '210', '309', '4', '410', '345', '162', '408', '193', '23', '274', '174', '5', '8', '300', '37', '302', '395', '27', '365', '17', '299', '47', '2', '91', '60', '254', '192', '96', '11', '143', '15', '25', '239', '31', '219', '478', '157', '317', '88', '20', '196', '16', '140', '35', '149', '10', '59', '46', '71', '26', '191', '13', '222', '243', '156', '103', '97', '462', '320', '48', '289', '211', '306', '53', '187', '338', '55', '86', '18', '379', '169', '218', '73', '41', '127', '78', '262', '118', '301', '401', '85', '126', '102', '237', '65', '138', '144', '279', '146', '39', '436', '367', '390', '94']
1028 ['81', '111', '58', '368', '441', '28', '92', '1', '213', '14', '7', '9', '66', '292', '80', '61', '210', '309', '4', '410', '345', '162', '408', '193', '23', '274', '174', '5', '8', '300', '37', '302', '395', '27', '365', '17', '299', '47', '2', '91', '60', '254', '192', '96', '11', '143', '15', '25', '239', '31', '219', '478', '157', '317', '88', '20', '196', '16', '140', '35', '149', '10', '59', '46', '71', '26', '191', '13', '222', '243', '156', '103', '97', '462', '320', '48', '289', '211', '306', '53', '187', '338', '55', '86', '18', '379', '169', '218', '73', '41', '127', '78', '262', '118', '301', '401', '85', '126', '102', '237', '65', '138', '144', '279', '146', '39', '436', '367', '390', '94']
1029 ['81', '111', '58', '368', '441', '28', '92', '1', '213', '14', '7', '9', '66', '292', '80', '61', '210', '309', '4', '410', '345', '162', '408', '193', '23', '274', '174', '5', '8', '300', '37', '302', '395', '27', '365', '17', '299', '47', '2', '91', '60', '254', '192', '96', '11', '143', '15', '25', '239', '31', '219', '478', '157', '317', '88', '20', '196', '16', '140', '35', '149', '10', '59', '46', '71', '26', '191', '13', '222', '243', '156', '103', '97', '462', '320', '48', '289', '211', '306', '53', '187', '338', '55', '86', '18', '379', '169', '218', '73', '41', '127', '78', '262', '118', '301', '401', '85', '126', '102', '237', '65', '138', '144', '279', '146', '39', '436', '367', '390', '94']
1030 ['81', '111', '58', '368', '441', '28', '92', '1', '213', '14', '7', '9', '66', '292', '80', '61', '210', '309', '4', '410', '345', '162', '408', '193', '23', '274', '174', '5', '8', '300', '37', '302', '395', '27', '365', '17', '299', '47', '2', '91', '60', '254', '192', '96', '11', '143', '15', '25', '239', '31', '219', '478', '157', '317', '88', '20', '196', '16', '140', '35', '149', '10', '59', '46', '71', '26', '191', '13', '222', '243', '156', '103', '97', '462', '320', '48', '289', '211', '306', '53', '187', '338', '55', '86', '18', '379', '169', '218', '73', '41', '127', '78', '262', '118', '301', '401', '85', '126', '102', '237', '65', '138', '144', '279', '146', '39', '436', '367', '390', '94']
1031 ['81', '111', '58', '368', '441', '28', '92', '1', '213', '14', '7', '9', '66', '292', '80', '61', '210', '309', '4', '410', '345', '162', '408', '193', '23', '274', '174', '5', '8', '300', '37', '302', '395', '27', '365', '17', '299', '47', '2', '91', '60', '254', '192', '96', '11', '143', '15', '25', '239', '31', '219', '478', '157', '317', '88', '20', '196', '16', '140', '35', '149', '10', '59', '46', '71', '26', '191', '13', '222', '243', '156', '103', '97', '462', '320', '48', '289', '211', '306', '53', '187', '338', '55', '86', '18', '379', '169', '218', '73', '41', '127', '78', '262', '118', '301', '401', '85', '126', '102', '237', '65', '138', '144', '279', '146', '39', '436', '367', '390', '94']
1032 ['81', '111', '58', '368', '441', '28', '92', '1', '213', '14', '7', '9', '66', '292', '80', '61', '210', '309', '4', '410', '345', '162', '408', '193', '23', '274', '174', '5', '8', '300', '37', '302', '395', '27', '365', '17', '299', '47', '2', '91', '60', '254', '192', '96', '11', '143', '15', '25', '239', '31', '219', '478', '157', '317', '88', '20', '196', '16', '140', '35', '149', '10', '59', '46', '71', '26', '191', '13', '222', '243', '156', '103', '97', '462', '320', '48', '289', '211', '306', '53', '187', '338', '55', '86', '18', '379', '169', '218', '73', '41', '127', '78', '262', '118', '301', '401', '85', '126', '102', '237', '65', '138', '144', '279', '146', '39', '436', '367', '390', '94']
1043 ['81', '111', '58', '368', '441', '28', '92', '1', '213', '14', '7', '9', '66', '80', '61', '210', '309', '4', '410', '345', '162', '408', '193', '23', '274', '174', '5', '8', '300', '37', '302', '395', '27', '365', '17', '299', '47', '2', '91', '60', '254', '192', '96', '11', '143', '15', '25', '219', '478', '157', '317', '88', '20', '196', '16', '140', '35', '149', '10', '59', '46', '26', '191', '13', '222', '243', '156', '103', '462', '320', '48', '289', '211', '306', '53', '187', '338', '86', '18', '379', '169', '218', '73', '41', '127', '78', '118', '301', '401', '85', '126', '102', '237', '65', '138', '279', '146', '39', '436', '367', '390', '94', '97', '293', '71', '144', '292', '150', '239', '325']
1044 ['81', '111', '58', '368', '441', '28', '92', '1', '213', '14', '7', '9', '66', '80', '61', '210', '309', '4', '410', '345', '162', '408', '193', '23', '274', '174', '5', '8', '300', '37', '302', '395', '27', '365', '17', '299', '47', '2', '91', '60', '254', '192', '96', '11', '143', '15', '25', '219', '478', '157', '317', '88', '20', '196', '16', '140', '35', '149', '10', '59', '46', '26', '191', '13', '222', '243', '156', '103', '462', '320', '48', '289', '211', '306', '53', '187', '338', '86', '18', '379', '169', '218', '73', '41', '127', '78', '118', '301', '401', '85', '126', '102', '237', '65', '138', '279', '146', '39', '436', '367', '390', '94', '97', '293', '71', '144', '292', '150', '239', '325']
1045 ['81', '111', '58', '368', '441', '28', '92', '1', '213', '14', '7', '9', '66', '80', '61', '210', '309', '4', '410', '345', '162', '408', '193', '23', '274', '174', '5', '8', '300', '37', '302', '395', '27', '365', '17', '299', '47', '2', '91', '60', '254', '192', '96', '11', '143', '15', '25', '219', '478', '157', '317', '88', '20', '196', '16', '140', '35', '149', '10', '59', '46', '26', '191', '13', '222', '243', '156', '103', '462', '320', '48', '289', '211', '306', '53', '187', '338', '86', '18', '379', '169', '218', '73', '41', '127', '78', '118', '301', '401', '85', '126', '102', '237', '65', '138', '279', '146', '39', '436', '367', '390', '94', '97', '293', '71', '144', '292', '150', '239', '325']
1046 ['81', '111', '58', '368', '441', '28', '92', '1', '213', '14', '7', '9', '66', '80', '61', '210', '309', '4', '410', '345', '162', '408', '193', '23', '274', '174', '5', '8', '300', '37', '302', '395', '27', '365', '17', '299', '47', '2', '91', '60', '254', '192', '96', '11', '143', '15', '25', '219', '478', '157', '317', '88', '20', '196', '16', '140', '35', '149', '10', '59', '46', '26', '191', '13', '222', '243', '156', '103', '462', '320', '48', '289', '211', '306', '53', '187', '338', '86', '18', '379', '169', '218', '73', '41', '127', '78', '118', '301', '401', '85', '126', '102', '237', '65', '138', '279', '146', '39', '436', '367', '390', '94', '97', '293', '71', '144', '292', '150', '239', '325']
1047 ['81', '111', '58', '368', '441', '28', '92', '1', '213', '14', '7', '9', '66', '80', '61', '210', '309', '4', '410', '345', '162', '408', '193', '23', '274', '174', '5', '8', '300', '37', '302', '395', '27', '365', '17', '299', '47', '2', '91', '60', '254', '192', '96', '11', '143', '15', '25', '219', '478', '157', '317', '88', '20', '196', '16', '140', '35', '149', '10', '59', '46', '26', '191', '13', '222', '243', '156', '103', '462', '320', '48', '289', '211', '306', '53', '187', '338', '86', '18', '379', '169', '218', '73', '41', '127', '78', '118', '301', '401', '126', '102', '237', '65', '138', '279', '146', '39', '436', '367', '390', '94', '97', '293', '71', '144', '292', '150', '239', '325', '93']
1048 ['81', '111', '58', '368', '441', '28', '92', '1', '213', '14', '7', '9', '66', '80', '61', '210', '309', '4', '410', '345', '162', '408', '193', '23', '274', '174', '5', '8', '300', '37', '302', '395', '27', '365', '17', '299', '47', '2', '91', '60', '254', '192', '96', '11', '143', '15', '25', '219', '478', '157', '317', '88', '20', '196', '16', '140', '35', '149', '10', '59', '46', '26', '191', '13', '222', '243', '156', '103', '462', '320', '48', '289', '211', '306', '53', '187', '338', '86', '18', '169', '218', '73', '41', '127', '78', '118', '301', '401', '126', '102', '237', '65', '138', '279', '146', '39', '436', '367', '390', '94', '97', '293', '71', '144', '292', '150', '239', '325', '93', '470']
1049 ['81', '111', '58', '368', '441', '28', '92', '1', '213', '14', '7', '9', '66', '80', '61', '210', '309', '4', '410', '345', '162', '408', '193', '23', '274', '174', '5', '8', '300', '37', '302', '395', '27', '365', '17', '299', '47', '2', '91', '60', '254', '192', '96', '11', '143', '15', '25', '219', '478', '157', '317', '88', '20', '196', '16', '140', '35', '149', '10', '59', '46', '26', '191', '13', '222', '243', '156', '103', '462', '320', '48', '289', '211', '306', '53', '187', '338', '86', '18', '169', '218', '73', '41', '127', '78', '118', '301', '401', '126', '102', '237', '65', '138', '279', '146', '39', '436', '367', '390', '94', '97', '293', '71', '144', '292', '150', '239', '325', '93', '470']
1050 ['81', '111', '58', '368', '441', '28', '92', '1', '213', '14', '7', '9', '66', '80', '61', '210', '309', '4', '410', '345', '162', '408', '193', '23', '274', '174', '5', '8', '300', '37', '302', '395', '27', '365', '17', '299', '47', '2', '91', '60', '254', '192', '96', '11', '143', '15', '25', '219', '478', '157', '317', '88', '20', '196', '16', '140', '35', '149', '10', '59', '46', '26', '191', '13', '222', '243', '156', '103', '462', '320', '48', '289', '211', '306', '53', '187', '338', '86', '18', '169', '218', '73', '41', '127', '78', '118', '301', '401', '126', '102', '237', '65', '138', '279', '146', '39', '436', '367', '390', '94', '97', '293', '71', '144', '292', '150', '239', '325', '93', '470']
1051 ['81', '111', '58', '368', '441', '28', '92', '1', '213', '14', '7', '9', '66', '80', '61', '210', '309', '4', '410', '345', '162', '408', '193', '23', '274', '174', '5', '8', '300', '37', '302', '395', '27', '365', '17', '299', '47', '2', '91', '60', '254', '192', '96', '11', '143', '15', '25', '219', '478', '157', '317', '88', '20', '196', '16', '140', '35', '149', '10', '59', '46', '26', '191', '13', '222', '243', '156', '103', '462', '320', '48', '289', '211', '306', '53', '187', '338', '86', '18', '169', '218', '73', '41', '127', '78', '118', '301', '401', '126', '102', '237', '65', '138', '279', '146', '39', '436', '367', '390', '94', '97', '293', '71', '144', '292', '150', '239', '325', '93', '470']
1052 ['81', '111', '58', '368', '441', '28', '92', '1', '213', '14', '7', '9', '66', '80', '61', '210', '309', '4', '410', '345', '162', '408', '193', '23', '274', '174', '5', '8', '300', '37', '302', '395', '27', '365', '17', '299', '47', '2', '91', '60', '254', '192', '96', '11', '143', '15', '25', '219', '478', '157', '317', '88', '20', '196', '16', '140', '35', '149', '10', '59', '46', '26', '191', '13', '222', '243', '156', '103', '462', '320', '48', '289', '211', '306', '53', '187', '338', '86', '18', '169', '218', '73', '41', '127', '78', '118', '301', '401', '126', '102', '237', '65', '138', '279', '146', '39', '436', '367', '390', '94', '97', '293', '71', '144', '292', '150', '239', '325', '93', '470']
1053 ['81', '111', '58', '368', '441', '28', '92', '1', '213', '14', '7', '9', '66', '80', '61', '210', '309', '4', '410', '345', '162', '408', '193', '23', '274', '174', '5', '8', '300', '37', '302', '395', '27', '365', '17', '299', '47', '2', '91', '60', '254', '192', '96', '11', '143', '15', '25', '219', '478', '157', '317', '88', '20', '196', '16', '140', '35', '149', '10', '59', '46', '26', '191', '13', '222', '243', '156', '103', '462', '320', '48', '289', '211', '306', '53', '187', '338', '86', '18', '169', '218', '73', '41', '127', '78', '118', '301', '401', '126', '102', '237', '65', '138', '279', '146', '39', '436', '367', '390', '94', '97', '293', '71', '144', '292', '150', '239', '325', '93', '470']
1054 ['81', '111', '58', '368', '441', '28', '92', '1', '213', '14', '7', '9', '66', '80', '61', '210', '309', '4', '410', '345', '162', '408', '193', '23', '274', '174', '5', '8', '300', '37', '302', '395', '27', '365', '17', '299', '47', '2', '91', '60', '254', '192', '96', '11', '143', '15', '25', '219', '478', '157', '317', '88', '20', '196', '16', '140', '35', '149', '10', '59', '46', '26', '191', '13', '222', '243', '156', '103', '462', '320', '48', '289', '211', '306', '53', '187', '338', '86', '18', '169', '218', '73', '41', '127', '78', '118', '301', '401', '126', '102', '237', '65', '138', '279', '146', '39', '436', '367', '390', '94', '97', '293', '71', '144', '292', '150', '239', '325', '93', '470']
1055 ['81', '111', '58', '368', '441', '28', '92', '1', '213', '14', '7', '9', '66', '80', '61', '210', '309', '4', '410', '345', '162', '408', '193', '23', '274', '174', '5', '8', '300', '37', '302', '395', '27', '365', '17', '299', '47', '2', '91', '60', '254', '192', '96', '11', '143', '15', '25', '219', '478', '157', '317', '88', '20', '196', '16', '140', '35', '149', '10', '59', '46', '26', '191', '13', '222', '243', '156', '103', '462', '320', '48', '289', '211', '306', '53', '187', '338', '86', '18', '169', '218', '73', '41', '127', '78', '118', '301', '401', '126', '102', '237', '65', '138', '279', '146', '39', '436', '367', '390', '94', '97', '293', '71', '144', '292', '150', '239', '325', '93', '470']
1056 ['81', '111', '58', '368', '441', '28', '92', '1', '213', '14', '7', '9', '66', '80', '61', '210', '309', '4', '410', '345', '162', '408', '193', '23', '274', '174', '5', '8', '300', '37', '302', '395', '27', '365', '17', '299', '47', '2', '91', '60', '254', '192', '96', '11', '143', '15', '25', '219', '478', '157', '317', '88', '20', '196', '16', '140', '35', '149', '10', '59', '46', '26', '191', '13', '222', '243', '156', '103', '462', '320', '48', '289', '211', '306', '53', '187', '338', '86', '18', '169', '218', '73', '41', '127', '78', '118', '301', '401', '126', '102', '237', '65', '138', '279', '146', '39', '436', '367', '390', '94', '97', '293', '71', '144', '292', '150', '239', '325', '93', '470']
1057 ['81', '111', '58', '368', '441', '28', '92', '1', '213', '14', '7', '9', '66', '80', '61', '210', '309', '4', '410', '345', '162', '408', '193', '23', '274', '174', '5', '8', '300', '37', '302', '395', '27', '365', '17', '299', '47', '2', '91', '60', '254', '192', '96', '11', '143', '15', '25', '219', '478', '157', '317', '88', '20', '196', '16', '140', '35', '149', '10', '59', '46', '26', '191', '13', '222', '243', '156', '103', '462', '320', '48', '289', '211', '306', '53', '187', '338', '86', '18', '169', '218', '73', '41', '127', '78', '118', '301', '401', '126', '102', '237', '65', '138', '279', '146', '39', '436', '367', '390', '94', '97', '293', '71', '144', '292', '150', '239', '325', '93', '470']
1058 ['81', '111', '58', '368', '441', '28', '92', '1', '213', '14', '7', '9', '66', '80', '61', '210', '309', '4', '410', '345', '162', '408', '193', '23', '274', '174', '5', '8', '300', '37', '302', '395', '27', '365', '17', '299', '47', '2', '91', '60', '254', '192', '96', '11', '143', '15', '25', '219', '478', '157', '317', '88', '20', '196', '16', '140', '35', '149', '10', '59', '46', '26', '191', '13', '222', '243', '156', '103', '462', '320', '48', '289', '211', '306', '53', '187', '338', '86', '18', '169', '218', '73', '41', '127', '78', '118', '301', '401', '126', '102', '237', '65', '138', '279', '146', '39', '436', '367', '390', '94', '97', '293', '71', '144', '292', '150', '239', '325', '93', '470']
1069 ['81', '111', '58', '368', '441', '28', '92', '1', '213', '14', '7', '9', '66', '80', '61', '210', '309', '410', '345', '162', '408', '193', '23', '274', '174', '5', '8', '300', '37', '302', '395', '27', '365', '17', '299', '47', '2', '91', '60', '254', '192', '96', '11', '143', '15', '25', '219', '478', '157', '317', '88', '20', '196', '16', '140', '35', '149', '10', '59', '46', '26', '191', '222', '243', '156', '103', '462', '320', '48', '289', '306', '53', '187', '338', '86', '18', '169', '218', '73', '41', '127', '78', '118', '401', '126', '102', '237', '65', '138', '279', '146', '39', '436', '367', '390', '94', '97', '293', '71', '144', '292', '150', '239', '325', '93', '470', '257', '419', '13', '333']
1070 ['81', '111', '58', '368', '441', '28', '92', '1', '213', '14', '7', '9', '66', '80', '61', '210', '309', '410', '345', '162', '408', '193', '23', '274', '174', '5', '8', '300', '37', '302', '395', '27', '365', '17', '299', '47', '2', '91', '60', '254', '192', '96', '11', '143', '15', '25', '219', '478', '157', '317', '88', '20', '196', '16', '140', '35', '149', '10', '59', '46', '26', '191', '222', '243', '156', '103', '462', '320', '48', '289', '306', '53', '187', '338', '86', '18', '169', '218', '73', '41', '127', '78', '118', '401', '126', '102', '237', '65', '138', '279', '146', '39', '436', '367', '390', '94', '97', '293', '71', '144', '292', '150', '239', '325', '93', '470', '257', '13', '333', '79']
1071 ['81', '111', '58', '368', '441', '28', '92', '1', '213', '14', '7', '9', '66', '80', '61', '210', '309', '410', '345', '162', '408', '193', '23', '274', '174', '5', '8', '300', '37', '302', '395', '27', '365', '17', '299', '47', '2', '91', '60', '254', '192', '96', '11', '143', '15', '25', '219', '478', '157', '317', '88', '20', '196', '16', '140', '35', '149', '10', '59', '46', '26', '191', '222', '243', '156', '103', '462', '320', '48', '289', '306', '53', '187', '338', '86', '18', '169', '218', '73', '41', '127', '78', '118', '401', '126', '102', '237', '65', '138', '279', '146', '39', '436', '367', '390', '94', '97', '293', '71', '144', '292', '150', '239', '325', '93', '470', '13', '333', '79', '341']
1072 ['81', '111', '58', '368', '441', '28', '92', '1', '213', '14', '7', '9', '66', '80', '61', '210', '309', '410', '345', '162', '408', '193', '23', '274', '174', '5', '8', '300', '37', '302', '395', '27', '365', '17', '299', '47', '2', '91', '60', '254', '192', '96', '11', '143', '15', '25', '219', '478', '157', '317', '88', '20', '196', '16', '140', '35', '149', '10', '59', '46', '26', '191', '222', '243', '156', '103', '462', '320', '48', '289', '306', '53', '187', '338', '86', '18', '169', '218', '73', '41', '127', '78', '118', '401', '126', '102', '237', '65', '138', '279', '146', '39', '436', '367', '390', '94', '97', '293', '71', '144', '292', '150', '239', '325', '93', '470', '13', '333', '79', '341']
1073 ['81', '111', '58', '368', '441', '28', '92', '1', '213', '14', '7', '9', '66', '80', '61', '210', '309', '410', '345', '162', '408', '193', '23', '274', '174', '5', '8', '300', '37', '302', '395', '27', '365', '17', '299', '47', '2', '91', '60', '254', '192', '96', '11', '143', '15', '25', '219', '478', '157', '317', '88', '20', '196', '16', '140', '35', '149', '10', '59', '46', '26', '191', '222', '243', '156', '103', '462', '320', '48', '289', '306', '53', '187', '338', '86', '18', '169', '218', '73', '41', '127', '78', '118', '401', '126', '102', '237', '65', '138', '279', '146', '39', '436', '367', '390', '94', '97', '293', '71', '144', '292', '150', '239', '325', '93', '470', '13', '333', '79', '341']
1074 ['81', '111', '58', '368', '441', '28', '92', '1', '213', '14', '7', '9', '66', '80', '61', '210', '309', '410', '345', '162', '408', '193', '23', '274', '174', '5', '8', '300', '37', '302', '395', '27', '365', '17', '299', '47', '2', '91', '60', '254', '192', '96', '11', '143', '15', '25', '219', '478', '157', '317', '88', '20', '196', '16', '140', '35', '149', '10', '59', '46', '26', '191', '222', '243', '156', '103', '462', '320', '48', '289', '306', '53', '187', '338', '86', '18', '169', '218', '73', '41', '127', '78', '118', '401', '126', '102', '237', '65', '138', '279', '146', '39', '436', '367', '390', '94', '97', '293', '71', '144', '292', '150', '239', '325', '93', '470', '13', '333', '79', '341']
1075 ['81', '111', '58', '368', '441', '28', '92', '1', '213', '14', '7', '9', '66', '80', '61', '210', '309', '410', '345', '162', '408', '193', '23', '274', '174', '5', '8', '300', '37', '302', '395', '27', '365', '17', '299', '47', '2', '91', '60', '254', '192', '96', '11', '143', '15', '25', '219', '478', '157', '317', '88', '20', '196', '16', '140', '35', '149', '10', '59', '46', '26', '191', '222', '243', '156', '103', '462', '320', '48', '289', '306', '53', '187', '338', '86', '18', '169', '218', '73', '41', '127', '78', '118', '401', '126', '102', '237', '65', '138', '279', '146', '39', '436', '367', '390', '94', '97', '293', '71', '144', '292', '150', '239', '325', '93', '470', '13', '333', '79', '341']
1076 ['81', '111', '58', '368', '441', '28', '92', '1', '213', '14', '7', '9', '66', '80', '61', '210', '309', '410', '345', '162', '408', '193', '23', '274', '174', '5', '8', '300', '37', '302', '395', '27', '365', '17', '299', '47', '2', '91', '60', '254', '192', '96', '11', '143', '15', '25', '219', '478', '157', '317', '88', '20', '196', '16', '140', '35', '149', '10', '59', '46', '26', '191', '222', '243', '156', '103', '462', '320', '48', '289', '306', '53', '187', '338', '86', '18', '169', '218', '73', '41', '127', '78', '118', '401', '126', '102', '237', '65', '138', '279', '146', '39', '436', '367', '390', '94', '97', '293', '71', '144', '292', '150', '239', '325', '93', '470', '13', '333', '79', '341']
1077 ['81', '111', '58', '368', '441', '28', '92', '1', '213', '14', '7', '9', '66', '80', '61', '210', '309', '410', '345', '162', '408', '193', '23', '274', '174', '5', '8', '300', '37', '302', '395', '27', '365', '17', '299', '47', '2', '91', '60', '254', '192', '96', '11', '143', '15', '25', '219', '478', '157', '317', '88', '20', '196', '16', '140', '35', '149', '10', '59', '46', '26', '191', '222', '243', '156', '103', '462', '320', '48', '289', '306', '53', '187', '338', '86', '18', '169', '218', '73', '41', '127', '78', '118', '401', '126', '102', '237', '65', '138', '279', '146', '39', '436', '367', '390', '94', '97', '293', '71', '144', '292', '150', '239', '325', '93', '470', '13', '333', '79', '341']
1078 ['81', '111', '58', '368', '441', '28', '92', '1', '213', '14', '7', '9', '66', '80', '61', '210', '309', '410', '345', '162', '408', '193', '23', '274', '174', '5', '8', '300', '37', '302', '395', '27', '365', '17', '299', '47', '2', '91', '60', '254', '192', '96', '11', '143', '15', '25', '219', '478', '157', '317', '88', '20', '196', '16', '140', '35', '149', '10', '59', '46', '26', '191', '222', '243', '156', '103', '462', '320', '48', '289', '306', '53', '187', '338', '86', '18', '169', '218', '73', '41', '127', '78', '118', '401', '126', '102', '237', '65', '138', '279', '146', '39', '436', '367', '390', '94', '97', '293', '71', '144', '292', '150', '239', '325', '93', '470', '13', '333', '79', '341']
1079 ['81', '111', '58', '368', '441', '28', '92', '1', '213', '14', '7', '9', '66', '80', '61', '210', '309', '410', '345', '162', '408', '193', '23', '274', '174', '5', '8', '300', '37', '302', '395', '27', '365', '17', '299', '47', '2', '91', '60', '254', '192', '96', '11', '143', '15', '25', '219', '478', '157', '317', '88', '20', '196', '16', '140', '35', '149', '10', '59', '46', '26', '191', '222', '243', '156', '103', '462', '320', '48', '289', '306', '53', '187', '338', '86', '18', '169', '218', '73', '41', '127', '78', '118', '401', '126', '102', '237', '65', '138', '279', '146', '39', '436', '367', '390', '94', '97', '293', '71', '144', '292', '150', '239', '325', '93', '470', '13', '333', '79', '341']
1080 ['81', '111', '58', '368', '441', '28', '92', '1', '213', '14', '7', '9', '66', '80', '61', '210', '309', '410', '345', '162', '408', '193', '23', '274', '174', '5', '8', '300', '37', '302', '395', '27', '365', '17', '299', '47', '2', '91', '60', '254', '192', '96', '11', '143', '15', '25', '219', '478', '157', '317', '88', '20', '196', '16', '140', '35', '149', '10', '59', '46', '26', '191', '222', '243', '156', '103', '462', '320', '48', '289', '306', '53', '187', '338', '86', '18', '169', '218', '73', '41', '127', '78', '118', '401', '126', '102', '237', '65', '138', '279', '146', '39', '436', '367', '390', '94', '97', '293', '71', '144', '292', '150', '239', '325', '93', '470', '13', '333', '79', '341']
1081 ['81', '111', '58', '368', '441', '28', '92', '1', '213', '14', '7', '9', '66', '80', '61', '210', '309', '410', '345', '162', '408', '193', '23', '274', '174', '5', '8', '300', '37', '302', '395', '27', '365', '17', '299', '47', '2', '91', '60', '254', '192', '96', '11', '143', '15', '25', '219', '478', '157', '317', '88', '20', '196', '140', '35', '149', '10', '59', '46', '26', '191', '222', '243', '156', '103', '462', '320', '48', '289', '306', '53', '187', '338', '86', '18', '169', '218', '73', '41', '127', '78', '118', '401', '126', '102', '237', '65', '138', '279', '146', '39', '436', '367', '390', '94', '97', '293', '71', '144', '292', '239', '325', '93', '470', '13', '333', '79', '341', '150', '499']
